date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:23:57	5998/5998	---M-Z	200	added ('OK')	image/jpeg	date:Tue,%2022%20Aug%202017%2013:00:44%20GMT	http://zdnet1.cbsistatic.com/hub/i/r/2017/08/22/35114cd0-4352-4b11-a5cf-74faf37762c9/thumbnail/170x128/4792a69c6fce5b1068d58849b9f0a4bb/skytap.jpg	C:/Users/trung%20anh/Desktop/techsite/asa/zdnet1.cbsistatic.com/hub/i/r/2017/08/22/35114cd0-4352-4b11-a5cf-74faf37762c9/thumbnail/170x128/4792a69c6fce5b1068d58849b9f0a4bb/skytap.jpg	(from http://www.zdnet.com/article/ibm-blockchain-to-help-prevent-contamination-in-global-food-supply-chain/)
14:23:57	67896/67896	---M-Z	200	added ('OK')	text/javascript	etag:%22da0ef5-10938-55766335822d1%22	http://js.indexww.com/ht/ls-zdnet.js	C:/Users/trung%20anh/Desktop/techsite/asa/js.indexww.com/ht/ls-zdnet.js	(from http://www.zdnet.com/article/ibm-blockchain-to-help-prevent-contamination-in-global-food-supply-chain/)
14:23:58	8639/8639	---M-Z	200	added ('OK')	application/x-javascript	etag:%2204e36b162db45610406d5fc80cbc9f38%22	http://ps.ns-cdn.com/dsatserving2/scripts/netseerads.js	C:/Users/trung%20anh/Desktop/techsite/asa/ps.ns-cdn.com/dsatserving2/scripts/netseerads.js	(from http://www.zdnet.com/article/ibm-blockchain-to-help-prevent-contamination-in-global-food-supply-chain/)
14:23:59	57628/57628	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202017%2004:19:32%20GMT	http://zdnet3.cbsistatic.com/hub/i/r/2017/08/23/44473a68-bbdf-46da-b132-176ce7ea29af/thumbnail/770x578/b8a94a7fea23a712a0be2e199ec6c41b/ibm-blockchain.jpg	C:/Users/trung%20anh/Desktop/techsite/asa/zdnet3.cbsistatic.com/hub/i/r/2017/08/23/44473a68-bbdf-46da-b132-176ce7ea29af/thumbnail/770x578/b8a94a7fea23a712a0be2e199ec6c41b/ibm-blockchain.jpg	(from http://www.zdnet.com/article/ibm-blockchain-to-help-prevent-contamination-in-global-food-supply-chain/)
14:23:59	223/223	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Aug%202017%2002:07:23%20GMT	http://zdnet4.cbsistatic.com/fly/1503022043-fly/bundles/zdnetcss/images/ads/advertisement.png	C:/Users/trung%20anh/Desktop/techsite/asa/zdnet4.cbsistatic.com/fly/1503022043-fly/bundles/zdnetcss/images/ads/advertisement.png	(from http://zdnet4.cbsistatic.com/fly/css/core/main-92b99b07b2-rev.css)
14:24:00	359/359	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Aug%202017%2002:07:23%20GMT	http://zdnet1.cbsistatic.com/fly/1503022043-fly/bundles/zdnetcss/images/ads/icon-collapse.png	C:/Users/trung%20anh/Desktop/techsite/asa/zdnet1.cbsistatic.com/fly/1503022043-fly/bundles/zdnetcss/images/ads/icon-collapse.png	(from http://zdnet4.cbsistatic.com/fly/css/core/main-92b99b07b2-rev.css)
14:24:00	407/407	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Aug%202017%2002:07:23%20GMT	http://zdnet3.cbsistatic.com/fly/1503022043-fly/bundles/zdnetcss/images/ads/icon-expand.png	C:/Users/trung%20anh/Desktop/techsite/asa/zdnet3.cbsistatic.com/fly/1503022043-fly/bundles/zdnetcss/images/ads/icon-expand.png	(from http://zdnet4.cbsistatic.com/fly/css/core/main-92b99b07b2-rev.css)
14:24:00	2685/2685	---M-Z	200	added ('OK')	image/gif	date:Fri,%2018%20Aug%202017%2002:07:23%20GMT	http://zdnet1.cbsistatic.com/fly/1503022043-fly/bundles/zdnetcss/images/core/mp-bg.gif	C:/Users/trung%20anh/Desktop/techsite/asa/zdnet1.cbsistatic.com/fly/1503022043-fly/bundles/zdnetcss/images/core/mp-bg.gif	(from http://zdnet4.cbsistatic.com/fly/css/core/main-92b99b07b2-rev.css)
14:24:00	1170/1170	---M-Z	200	added ('OK')	image/png	date:Fri,%2018%20Aug%202017%2002:07:23%20GMT	http://zdnet2.cbsistatic.com/fly/1503022043-fly/bundles/zdnetcss/images/icons-white/facebook.png	C:/Users/trung%20anh/Desktop/techsite/asa/zdnet2.cbsistatic.com/fly/1503022043-fly/bundles/zdnetcss/images/icons-white/facebook.png	(from http://zdnet4.cbsistatic.com/fly/css/core/main-92b99b07b2-rev.css)
14:24:01	1225/1225	---M-Z	200	added ('OK')	image/png	date:Fri,%2018%20Aug%202017%2002:07:23%20GMT	http://zdnet3.cbsistatic.com/fly/1503022043-fly/bundles/zdnetcss/images/icons-white/linkedin.png	C:/Users/trung%20anh/Desktop/techsite/asa/zdnet3.cbsistatic.com/fly/1503022043-fly/bundles/zdnetcss/images/icons-white/linkedin.png	(from http://zdnet4.cbsistatic.com/fly/css/core/main-92b99b07b2-rev.css)
14:24:01	9913/9913	---M-Z	200	added ('OK')	image/gif	date:Fri,%2018%20Aug%202017%2002:07:23%20GMT	http://zdnet4.cbsistatic.com/fly/1503022043-fly/bundles/zdnetcss/images/ads/brand-logo-sprite-7-5.gif	C:/Users/trung%20anh/Desktop/techsite/asa/zdnet4.cbsistatic.com/fly/1503022043-fly/bundles/zdnetcss/images/ads/brand-logo-sprite-7-5.gif	(from http://zdnet4.cbsistatic.com/fly/css/core/main-92b99b07b2-rev.css)
